,Unnamed: 0,region,GCAM_region_ID,GCAM_commodity,GCAM_subsector,GLU,Irr_Rfd,kg_bio_ha,kg_P_ha,cat,Version
4353,4354,Middle East,21,Corn,CornC4,GLU100,rfd,1499.0994709131887,18.4293587096838,GLU100_CornC4_Middle East,Upper CI
4354,4355,Middle East,21,Corn,CornC4,GLU102,rfd,1003.1162952752046,12.973558605109,GLU102_CornC4_Middle East,Lower CI
4354,4355,Middle East,21,Corn,CornC4,GLU102,rfd,1247.21449995955,15.9002063952387,GLU102_CornC4_Middle East,Median
4354,4355,Middle East,21,Corn,CornC4,GLU102,rfd,1499.0994709131887,18.4293587096838,GLU102_CornC4_Middle East,Upper CI
4355,4356,Middle East,21,Corn,CornC4,GLU104,rfd,1003.1162952752046,12.973558605109,GLU104_CornC4_Middle East,Lower CI
4355,4356,Middle East,21,Corn,CornC4,GLU104,rfd,1247.21449995955,15.9002063952387,GLU104_CornC4_Middle East,Median
4355,4356,Middle East,21,Corn,CornC4,GLU104,rfd,1499.0994709131887,18.4293587096838,GLU104_CornC4_Middle East,Upper CI
4356,4357,Middle East,21,FiberCrop,FiberCrop,GLU052,rfd,1558.8911176364418,23.82,GLU052_FiberCrop_Middle East,Lower CI
4356,4357,Middle East,21,FiberCrop,FiberCrop,GLU052,rfd,2139.37764565406,27.2740143129851,GLU052_FiberCrop_Middle East,Median
4356,4357,Middle East,21,FiberCrop,FiberCrop,GLU052,rfd,2842.0943845962183,31.612331358011,GLU052_FiberCrop_Middle East,Upper CI
4357,4358,Middle East,21,FiberCrop,FiberCrop,GLU072,rfd,1558.8911176364418,23.82,GLU072_FiberCrop_Middle East,Lower CI
4357,4358,Middle East,21,FiberCrop,FiberCrop,GLU072,rfd,2139.37764565406,27.2740143129851,GLU072_FiberCrop_Middle East,Median
4357,4358,Middle East,21,FiberCrop,FiberCrop,GLU072,rfd,2842.0943845962183,31.612331358011,GLU072_FiberCrop_Middle East,Upper CI
4358,4359,Middle East,21,FiberCrop,FiberCrop,GLU075,rfd,1255.510411124629,23.82,GLU075_FiberCrop_Middle East,Lower CI
4358,4359,Middle East,21,FiberCrop,FiberCrop,GLU075,rfd,1983.68899443396,25.2892060158748,GLU075_FiberCrop_Middle East,Median
4358,4359,Middle East,21,FiberCrop,FiberCrop,GLU075,rfd,2945.7072714679516,29.3118112787022,GLU075_FiberCrop_Middle East,Upper CI
4359,4360,Middle East,21,FiberCrop,FiberCrop,GLU082,rfd,1558.8911176364418,23.82,GLU082_FiberCrop_Middle East,Lower CI
4359,4360,Middle East,21,FiberCrop,FiberCrop,GLU082,rfd,2139.37764565406,27.2740143129851,GLU082_FiberCrop_Middle East,Median
4359,4360,Middle East,21,FiberCrop,FiberCrop,GLU082,rfd,2842.0943845962183,31.612331358011,GLU082_FiberCrop_Middle East,Upper CI
4360,4361,Middle East,21,FiberCrop,FiberCrop,GLU084,rfd,702.2701686011521,23.82,GLU084_FiberCrop_Middle East,Lower CI
4360,4361,Middle East,21,FiberCrop,FiberCrop,GLU084,rfd,1868.44426107153,23.82,GLU084_FiberCrop_Middle East,Median
4360,4361,Middle East,21,FiberCrop,FiberCrop,GLU084,rfd,3193.004844932794,23.82,GLU084_FiberCrop_Middle East,Upper CI
4361,4362,Middle East,21,FiberCrop,FiberCrop,GLU088,rfd,1558.8911176364418,23.82,GLU088_FiberCrop_Middle East,Lower CI
4361,4362,Middle East,21,FiberCrop,FiberCrop,GLU088,rfd,2139.37764565406,27.2740143129851,GLU088_FiberCrop_Middle East,Median
4361,4362,Middle East,21,FiberCrop,FiberCrop,GLU088,rfd,2842.0943845962183,31.612331358011,GLU088_FiberCrop_Middle East,Upper CI
4362,4363,Middle East,21,FiberCrop,FiberCrop,GLU090,rfd,1558.8911176364418,23.82,GLU090_FiberCrop_Middle East,Lower CI
4362,4363,Middle East,21,FiberCrop,FiberCrop,GLU090,rfd,2139.37764565406,27.2740143129851,GLU090_FiberCrop_Middle East,Median
4362,4363,Middle East,21,FiberCrop,FiberCrop,GLU090,rfd,2842.0943845962183,31.612331358011,GLU090_FiberCrop_Middle East,Upper CI
4363,4364,Middle East,21,FiberCrop,FiberCrop,GLU093,rfd,2510.1459201075336,32.4643566805543,GLU093_FiberCrop_Middle East,Lower CI
4363,4364,Middle East,21,FiberCrop,FiberCrop,GLU093,rfd,3120.96454151763,39.7878475306061,GLU093_FiberCrop_Middle East,Median
4363,4364,Middle East,21,FiberCrop,FiberCrop,GLU093,rfd,3751.268360879099,46.1166664256208,GLU093_FiberCrop_Middle East,Upper CI
4364,4365,Middle East,21,FiberCrop,FiberCrop,GLU094,rfd,2510.1459201075336,32.4643566805543,GLU094_FiberCrop_Middle East,Lower CI
4364,4365,Middle East,21,FiberCrop,FiberCrop,GLU094,rfd,3120.96454151763,39.7878475306061,GLU094_FiberCrop_Middle East,Median
4364,4365,Middle East,21,FiberCrop,FiberCrop,GLU094,rfd,3751.268360879099,46.1166664256208,GLU094_FiberCrop_Middle East,Upper CI
4365,4366,Middle East,21,FiberCrop,FiberCrop,GLU095,rfd,2441.9316647557334,31.5821243375262,GLU095_FiberCrop_Middle East,Lower CI
4365,4366,Middle East,21,FiberCrop,FiberCrop,GLU095,rfd,3036.15103706214,38.7065962895489,GLU095_FiberCrop_Middle East,Median
4365,4366,Middle East,21,FiberCrop,FiberCrop,GLU095,rfd,3649.3260889927133,44.8634269090129,GLU095_FiberCrop_Middle East,Upper CI
4366,4367,Middle East,21,FiberCrop,FiberCrop,GLU098,rfd,1682.1829314619881,57.0572398187417,GLU098_FiberCrop_Middle East,Lower CI
4366,4367,Middle East,21,FiberCrop,FiberCrop,GLU098,rfd,4475.57818186019,57.0572398187417,GLU098_FiberCrop_Middle East,Median
4366,4367,Middle East,21,FiberCrop,FiberCrop,GLU098,rfd,7648.364533154239,57.0572398187417,GLU098_FiberCrop_Middle East,Upper CI
4367,4368,Middle East,21,FiberCrop,FiberCrop,GLU099,rfd,702.2701686011521,23.82,GLU099_FiberCrop_Middle East,Lower CI
4367,4368,Middle East,21,FiberCrop,FiberCrop,GLU099,rfd,1868.44426107153,23.82,GLU099_FiberCrop_Middle East,Median
4367,4368,Middle East,21,FiberCrop,FiberCrop,GLU099,rfd,3193.004844932794,23.82,GLU099_FiberCrop_Middle East,Upper CI
4368,4369,Middle East,21,FiberCrop,FiberCrop,GLU100,rfd,2510.1459201075336,32.4643566805543,GLU100_FiberCrop_Middle East,Lower CI
4368,4369,Middle East,21,FiberCrop,FiberCrop,GLU100,rfd,3120.96454151763,39.7878475306061,GLU100_FiberCrop_Middle East,Median
4368,4369,Middle East,21,FiberCrop,FiberCrop,GLU100,rfd,3751.268360879099,46.1166664256208,GLU100_FiberCrop_Middle East,Upper CI
4369,4370,Middle East,21,FodderGrass,FodderGrass,GLU052,rfd,0.0,,GLU052_FodderGrass_Middle East,Lower CI
4369,4370,Middle East,21,FodderGrass,FodderGrass,GLU052,rfd,0.0,,GLU052_FodderGrass_Middle East,Median
4369,4370,Middle East,21,FodderGrass,FodderGrass,GLU052,rfd,0.0,,GLU052_FodderGrass_Middle East,Upper CI
4370,4371,Middle East,21,FodderGrass,FodderGrass,GLU072,rfd,0.0,,GLU072_FodderGrass_Middle East,Lower CI
4370,4371,Middle East,21,FodderGrass,FodderGrass,GLU072,rfd,0.0,,GLU072_FodderGrass_Middle East,Median
4370,4371,Middle East,21,FodderGrass,FodderGrass,GLU072,rfd,0.0,,GLU072_FodderGrass_Middle East,Upper CI
4371,4372,Middle East,21,FodderGrass,FodderGrass,GLU075,rfd,0.0,,GLU075_FodderGrass_Middle East,Lower CI
4371,4372,Middle East,21,FodderGrass,FodderGrass,GLU075,rfd,0.0,,GLU075_FodderGrass_Middle East,Median
4371,4372,Middle East,21,FodderGrass,FodderGrass,GLU075,rfd,0.0,,GLU075_FodderGrass_Middle East,Upper CI
4372,4373,Middle East,21,FodderGrass,FodderGrass,GLU082,rfd,0.0,,GLU082_FodderGrass_Middle East,Lower CI
4372,4373,Middle East,21,FodderGrass,FodderGrass,GLU082,rfd,0.0,,GLU082_FodderGrass_Middle East,Median
4372,4373,Middle East,21,FodderGrass,FodderGrass,GLU082,rfd,0.0,,GLU082_FodderGrass_Middle East,Upper CI
4373,4374,Middle East,21,FodderGrass,FodderGrass,GLU084,rfd,0.0,,GLU084_FodderGrass_Middle East,Lower CI
4373,4374,Middle East,21,FodderGrass,FodderGrass,GLU084,rfd,0.0,,GLU084_FodderGrass_Middle East,Median
4373,4374,Middle East,21,FodderGrass,FodderGrass,GLU084,rfd,0.0,,GLU084_FodderGrass_Middle East,Upper CI
4374,4375,Middle East,21,FodderGrass,FodderGrass,GLU088,rfd,0.0,,GLU088_FodderGrass_Middle East,Lower CI
4374,4375,Middle East,21,FodderGrass,FodderGrass,GLU088,rfd,0.0,,GLU088_FodderGrass_Middle East,Median
4374,4375,Middle East,21,FodderGrass,FodderGrass,GLU088,rfd,0.0,,GLU088_FodderGrass_Middle East,Upper CI
4375,4376,Middle East,21,FodderGrass,FodderGrass,GLU090,rfd,0.0,,GLU090_FodderGrass_Middle East,Lower CI
4375,4376,Middle East,21,FodderGrass,FodderGrass,GLU090,rfd,0.0,,GLU090_FodderGrass_Middle East,Median
4375,4376,Middle East,21,FodderGrass,FodderGrass,GLU090,rfd,0.0,,GLU090_FodderGrass_Middle East,Upper CI
4376,4377,Middle East,21,FodderGrass,FodderGrass,GLU093,rfd,0.0,,GLU093_FodderGrass_Middle East,Lower CI
4376,4377,Middle East,21,FodderGrass,FodderGrass,GLU093,rfd,0.0,,GLU093_FodderGrass_Middle East,Median
4376,4377,Middle East,21,FodderGrass,FodderGrass,GLU093,rfd,0.0,,GLU093_FodderGrass_Middle East,Upper CI
4377,4378,Middle East,21,FodderGrass,FodderGrass,GLU094,rfd,0.0,,GLU094_FodderGrass_Middle East,Lower CI
4377,4378,Middle East,21,FodderGrass,FodderGrass,GLU094,rfd,0.0,,GLU094_FodderGrass_Middle East,Median
4377,4378,Middle East,21,FodderGrass,FodderGrass,GLU094,rfd,0.0,,GLU094_FodderGrass_Middle East,Upper CI
4378,4379,Middle East,21,FodderGrass,FodderGrass,GLU095,rfd,0.0,,GLU095_FodderGrass_Middle East,Lower CI
4378,4379,Middle East,21,FodderGrass,FodderGrass,GLU095,rfd,0.0,,GLU095_FodderGrass_Middle East,Median
4378,4379,Middle East,21,FodderGrass,FodderGrass,GLU095,rfd,0.0,,GLU095_FodderGrass_Middle East,Upper CI
4379,4380,Middle East,21,FodderGrass,FodderGrass,GLU097,rfd,0.0,,GLU097_FodderGrass_Middle East,Lower CI
4379,4380,Middle East,21,FodderGrass,FodderGrass,GLU097,rfd,0.0,,GLU097_FodderGrass_Middle East,Median
4379,4380,Middle East,21,FodderGrass,FodderGrass,GLU097,rfd,0.0,,GLU097_FodderGrass_Middle East,Upper CI
4380,4381,Middle East,21,FodderGrass,FodderGrass,GLU098,rfd,0.0,,GLU098_FodderGrass_Middle East,Lower CI
4380,4381,Middle East,21,FodderGrass,FodderGrass,GLU098,rfd,0.0,,GLU098_FodderGrass_Middle East,Median
4380,4381,Middle East,21,FodderGrass,FodderGrass,GLU098,rfd,0.0,,GLU098_FodderGrass_Middle East,Upper CI
4381,4382,Middle East,21,FodderGrass,FodderGrass,GLU099,rfd,0.0,,GLU099_FodderGrass_Middle East,Lower CI
4381,4382,Middle East,21,FodderGrass,FodderGrass,GLU099,rfd,0.0,,GLU099_FodderGrass_Middle East,Median
4381,4382,Middle East,21,FodderGrass,FodderGrass,GLU099,rfd,0.0,,GLU099_FodderGrass_Middle East,Upper CI
4382,4383,Middle East,21,FodderGrass,FodderGrass,GLU100,rfd,0.0,,GLU100_FodderGrass_Middle East,Lower CI
4382,4383,Middle East,21,FodderGrass,FodderGrass,GLU100,rfd,0.0,,GLU100_FodderGrass_Middle East,Median
4382,4383,Middle East,21,FodderGrass,FodderGrass,GLU100,rfd,0.0,,GLU100_FodderGrass_Middle East,Upper CI
4383,4384,Middle East,21,FodderGrass,FodderGrass,GLU102,rfd,0.0,,GLU102_FodderGrass_Middle East,Lower CI
4383,4384,Middle East,21,FodderGrass,FodderGrass,GLU102,rfd,0.0,,GLU102_FodderGrass_Middle East,Median
4383,4384,Middle East,21,FodderGrass,FodderGrass,GLU102,rfd,0.0,,GLU102_FodderGrass_Middle East,Upper CI
4384,4385,Middle East,21,FodderGrass,FodderGrass,GLU104,rfd,0.0,,GLU104_FodderGrass_Middle East,Lower CI
4384,4385,Middle East,21,FodderGrass,FodderGrass,GLU104,rfd,0.0,,GLU104_FodderGrass_Middle East,Median
4384,4385,Middle East,21,FodderGrass,FodderGrass,GLU104,rfd,0.0,,GLU104_FodderGrass_Middle East,Upper CI
4385,4386,Middle East,21,FodderHerb,FodderHerb,GLU052,rfd,0.0,,GLU052_FodderHerb_Middle East,Lower CI
4385,4386,Middle East,21,FodderHerb,FodderHerb,GLU052,rfd,0.0,,GLU052_FodderHerb_Middle East,Median
4385,4386,Middle East,21,FodderHerb,FodderHerb,GLU052,rfd,0.0,,GLU052_FodderHerb_Middle East,Upper CI
4386,4387,Middle East,21,FodderHerb,FodderHerb,GLU072,rfd,0.0,,GLU072_FodderHerb_Middle East,Lower CI
4386,4387,Middle East,21,FodderHerb,FodderHerb,GLU072,rfd,0.0,,GLU072_FodderHerb_Middle East,Median
4386,4387,Middle East,21,FodderHerb,FodderHerb,GLU072,rfd,0.0,,GLU072_FodderHerb_Middle East,Upper CI
4387,4388,Middle East,21,FodderHerb,FodderHerb,GLU075,rfd,0.0,,GLU075_FodderHerb_Middle East,Lower CI
4387,4388,Middle East,21,FodderHerb,FodderHerb,GLU075,rfd,0.0,,GLU075_FodderHerb_Middle East,Median
4387,4388,Middle East,21,FodderHerb,FodderHerb,GLU075,rfd,0.0,,GLU075_FodderHerb_Middle East,Upper CI
4388,4389,Middle East,21,FodderHerb,FodderHerb,GLU082,rfd,0.0,,GLU082_FodderHerb_Middle East,Lower CI
4388,4389,Middle East,21,FodderHerb,FodderHerb,GLU082,rfd,0.0,,GLU082_FodderHerb_Middle East,Median
4388,4389,Middle East,21,FodderHerb,FodderHerb,GLU082,rfd,0.0,,GLU082_FodderHerb_Middle East,Upper CI
4389,4390,Middle East,21,FodderHerb,FodderHerb,GLU084,rfd,0.0,,GLU084_FodderHerb_Middle East,Lower CI
4389,4390,Middle East,21,FodderHerb,FodderHerb,GLU084,rfd,0.0,,GLU084_FodderHerb_Middle East,Median
4389,4390,Middle East,21,FodderHerb,FodderHerb,GLU084,rfd,0.0,,GLU084_FodderHerb_Middle East,Upper CI
4390,4391,Middle East,21,FodderHerb,FodderHerb,GLU088,rfd,0.0,,GLU088_FodderHerb_Middle East,Lower CI
4390,4391,Middle East,21,FodderHerb,FodderHerb,GLU088,rfd,0.0,,GLU088_FodderHerb_Middle East,Median
4390,4391,Middle East,21,FodderHerb,FodderHerb,GLU088,rfd,0.0,,GLU088_FodderHerb_Middle East,Upper CI
4391,4392,Middle East,21,FodderHerb,FodderHerb,GLU090,rfd,0.0,,GLU090_FodderHerb_Middle East,Lower CI
4391,4392,Middle East,21,FodderHerb,FodderHerb,GLU090,rfd,0.0,,GLU090_FodderHerb_Middle East,Median
4391,4392,Middle East,21,FodderHerb,FodderHerb,GLU090,rfd,0.0,,GLU090_FodderHerb_Middle East,Upper CI
4392,4393,Middle East,21,FodderHerb,FodderHerb,GLU093,rfd,0.0,,GLU093_FodderHerb_Middle East,Lower CI
4392,4393,Middle East,21,FodderHerb,FodderHerb,GLU093,rfd,0.0,,GLU093_FodderHerb_Middle East,Median
4392,4393,Middle East,21,FodderHerb,FodderHerb,GLU093,rfd,0.0,,GLU093_FodderHerb_Middle East,Upper CI
4393,4394,Middle East,21,FodderHerb,FodderHerb,GLU094,rfd,0.0,,GLU094_FodderHerb_Middle East,Lower CI
4393,4394,Middle East,21,FodderHerb,FodderHerb,GLU094,rfd,0.0,,GLU094_FodderHerb_Middle East,Median
4393,4394,Middle East,21,FodderHerb,FodderHerb,GLU094,rfd,0.0,,GLU094_FodderHerb_Middle East,Upper CI
4394,4395,Middle East,21,FodderHerb,FodderHerb,GLU095,rfd,0.0,,GLU095_FodderHerb_Middle East,Lower CI
4394,4395,Middle East,21,FodderHerb,FodderHerb,GLU095,rfd,0.0,,GLU095_FodderHerb_Middle East,Median
4394,4395,Middle East,21,FodderHerb,FodderHerb,GLU095,rfd,0.0,,GLU095_FodderHerb_Middle East,Upper CI
4395,4396,Middle East,21,FodderHerb,FodderHerb,GLU097,rfd,0.0,,GLU097_FodderHerb_Middle East,Lower CI
4395,4396,Middle East,21,FodderHerb,FodderHerb,GLU097,rfd,0.0,,GLU097_FodderHerb_Middle East,Median
4395,4396,Middle East,21,FodderHerb,FodderHerb,GLU097,rfd,0.0,,GLU097_FodderHerb_Middle East,Upper CI
4396,4397,Middle East,21,FodderHerb,FodderHerb,GLU098,rfd,0.0,,GLU098_FodderHerb_Middle East,Lower CI
4396,4397,Middle East,21,FodderHerb,FodderHerb,GLU098,rfd,0.0,,GLU098_FodderHerb_Middle East,Median
4396,4397,Middle East,21,FodderHerb,FodderHerb,GLU098,rfd,0.0,,GLU098_FodderHerb_Middle East,Upper CI
4397,4398,Middle East,21,FodderHerb,FodderHerb,GLU099,rfd,0.0,,GLU099_FodderHerb_Middle East,Lower CI
4397,4398,Middle East,21,FodderHerb,FodderHerb,GLU099,rfd,0.0,,GLU099_FodderHerb_Middle East,Median
4397,4398,Middle East,21,FodderHerb,FodderHerb,GLU099,rfd,0.0,,GLU099_FodderHerb_Middle East,Upper CI
4398,4399,Middle East,21,FodderHerb,FodderHerb,GLU100,rfd,0.0,,GLU100_FodderHerb_Middle East,Lower CI
4398,4399,Middle East,21,FodderHerb,FodderHerb,GLU100,rfd,0.0,,GLU100_FodderHerb_Middle East,Median
4398,4399,Middle East,21,FodderHerb,FodderHerb,GLU100,rfd,0.0,,GLU100_FodderHerb_Middle East,Upper CI
4399,4400,Middle East,21,FodderHerb,FodderHerb,GLU102,rfd,0.0,,GLU102_FodderHerb_Middle East,Lower CI
4399,4400,Middle East,21,FodderHerb,FodderHerb,GLU102,rfd,0.0,,GLU102_FodderHerb_Middle East,Median
4399,4400,Middle East,21,FodderHerb,FodderHerb,GLU102,rfd,0.0,,GLU102_FodderHerb_Middle East,Upper CI
4400,4401,Middle East,21,FodderHerb,FodderHerb,GLU104,rfd,0.0,,GLU104_FodderHerb_Middle East,Lower CI
4400,4401,Middle East,21,FodderHerb,FodderHerb,GLU104,rfd,0.0,,GLU104_FodderHerb_Middle East,Median
4400,4401,Middle East,21,FodderHerb,FodderHerb,GLU104,rfd,0.0,,GLU104_FodderHerb_Middle East,Upper CI
4401,4402,Middle East,21,FodderHerb,FodderHerbC4,GLU075,rfd,0.0,,GLU075_FodderHerbC4_Middle East,Lower CI
4401,4402,Middle East,21,FodderHerb,FodderHerbC4,GLU075,rfd,0.0,,GLU075_FodderHerbC4_Middle East,Median
4401,4402,Middle East,21,FodderHerb,FodderHerbC4,GLU075,rfd,0.0,,GLU075_FodderHerbC4_Middle East,Upper CI
4402,4403,Middle East,21,FodderHerb,FodderHerbC4,GLU084,rfd,0.0,,GLU084_FodderHerbC4_Middle East,Lower CI
4402,4403,Middle East,21,FodderHerb,FodderHerbC4,GLU084,rfd,0.0,,GLU084_FodderHerbC4_Middle East,Median
4402,4403,Middle East,21,FodderHerb,FodderHerbC4,GLU084,rfd,0.0,,GLU084_FodderHerbC4_Middle East,Upper CI
4403,4404,Middle East,21,FodderHerb,FodderHerbC4,GLU093,rfd,0.0,,GLU093_FodderHerbC4_Middle East,Lower CI
4403,4404,Middle East,21,FodderHerb,FodderHerbC4,GLU093,rfd,0.0,,GLU093_FodderHerbC4_Middle East,Median
4403,4404,Middle East,21,FodderHerb,FodderHerbC4,GLU093,rfd,0.0,,GLU093_FodderHerbC4_Middle East,Upper CI
4404,4405,Middle East,21,FodderHerb,FodderHerbC4,GLU094,rfd,0.0,,GLU094_FodderHerbC4_Middle East,Lower CI
4404,4405,Middle East,21,FodderHerb,FodderHerbC4,GLU094,rfd,0.0,,GLU094_FodderHerbC4_Middle East,Median
4404,4405,Middle East,21,FodderHerb,FodderHerbC4,GLU094,rfd,0.0,,GLU094_FodderHerbC4_Middle East,Upper CI
4405,4406,Middle East,21,FodderHerb,FodderHerbC4,GLU095,rfd,0.0,,GLU095_FodderHerbC4_Middle East,Lower CI
4405,4406,Middle East,21,FodderHerb,FodderHerbC4,GLU095,rfd,0.0,,GLU095_FodderHerbC4_Middle East,Median
4405,4406,Middle East,21,FodderHerb,FodderHerbC4,GLU095,rfd,0.0,,GLU095_FodderHerbC4_Middle East,Upper CI
4406,4407,Middle East,21,FodderHerb,FodderHerbC4,GLU099,rfd,0.0,,GLU099_FodderHerbC4_Middle East,Lower CI
4406,4407,Middle East,21,FodderHerb,FodderHerbC4,GLU099,rfd,0.0,,GLU099_FodderHerbC4_Middle East,Median
4406,4407,Middle East,21,FodderHerb,FodderHerbC4,GLU099,rfd,0.0,,GLU099_FodderHerbC4_Middle East,Upper CI
4407,4408,Middle East,21,FodderHerb,FodderHerbC4,GLU100,rfd,0.0,,GLU100_FodderHerbC4_Middle East,Lower CI
4407,4408,Middle East,21,FodderHerb,FodderHerbC4,GLU100,rfd,0.0,,GLU100_FodderHerbC4_Middle East,Median
4407,4408,Middle East,21,FodderHerb,FodderHerbC4,GLU100,rfd,0.0,,GLU100_FodderHerbC4_Middle East,Upper CI
4408,4409,Middle East,21,Fruits,Fruits,GLU052,rfd,1136.5455499401687,38.55,GLU052_Fruits_Middle East,Lower CI
4408,4409,Middle East,21,Fruits,Fruits,GLU052,rfd,3023.86760135631,38.55,GLU052_Fruits_Middle East,Median
4408,4409,Middle East,21,Fruits,Fruits,GLU052,rfd,5167.520435439071,38.55,GLU052_Fruits_Middle East,Upper CI
4409,4410,Middle East,21,Fruits,Fruits,GLU072,rfd,1136.5455499401687,38.55,GLU072_Fruits_Middle East,Lower CI
4409,4410,Middle East,21,Fruits,Fruits,GLU072,rfd,3023.86760135631,38.55,GLU072_Fruits_Middle East,Median
4409,4410,Middle East,21,Fruits,Fruits,GLU072,rfd,5167.520435439071,38.55,GLU072_Fruits_Middle East,Upper CI
4410,4411,Middle East,21,Fruits,Fruits,GLU075,rfd,1136.5455499401687,38.55,GLU075_Fruits_Middle East,Lower CI
4410,4411,Middle East,21,Fruits,Fruits,GLU075,rfd,3023.86760135631,38.55,GLU075_Fruits_Middle East,Median
4410,4411,Middle East,21,Fruits,Fruits,GLU075,rfd,5167.520435439071,38.55,GLU075_Fruits_Middle East,Upper CI
4411,4412,Middle East,21,Fruits,Fruits,GLU082,rfd,1136.5455499401687,38.55,GLU082_Fruits_Middle East,Lower CI
4411,4412,Middle East,21,Fruits,Fruits,GLU082,rfd,3023.86760135631,38.55,GLU082_Fruits_Middle East,Median
4411,4412,Middle East,21,Fruits,Fruits,GLU082,rfd,5167.520435439071,38.55,GLU082_Fruits_Middle East,Upper CI
4412,4413,Middle East,21,Fruits,Fruits,GLU084,rfd,1136.5455499401687,38.55,GLU084_Fruits_Middle East,Lower CI
4412,4413,Middle East,21,Fruits,Fruits,GLU084,rfd,3023.86760135631,38.55,GLU084_Fruits_Middle East,Median
4412,4413,Middle East,21,Fruits,Fruits,GLU084,rfd,5167.520435439071,38.55,GLU084_Fruits_Middle East,Upper CI
4413,4414,Middle East,21,Fruits,Fruits,GLU088,rfd,1136.5455499401687,38.55,GLU088_Fruits_Middle East,Lower CI
4413,4414,Middle East,21,Fruits,Fruits,GLU088,rfd,3023.86760135631,38.55,GLU088_Fruits_Middle East,Median
4413,4414,Middle East,21,Fruits,Fruits,GLU088,rfd,5167.520435439071,38.55,GLU088_Fruits_Middle East,Upper CI
4414,4415,Middle East,21,Fruits,Fruits,GLU090,rfd,1136.5455499401687,38.55,GLU090_Fruits_Middle East,Lower CI
4414,4415,Middle East,21,Fruits,Fruits,GLU090,rfd,3023.86760135631,38.55,GLU090_Fruits_Middle East,Median
4414,4415,Middle East,21,Fruits,Fruits,GLU090,rfd,5167.520435439071,38.55,GLU090_Fruits_Middle East,Upper CI
4415,4416,Middle East,21,Fruits,Fruits,GLU093,rfd,1136.5455499401687,38.55,GLU093_Fruits_Middle East,Lower CI
4415,4416,Middle East,21,Fruits,Fruits,GLU093,rfd,3023.86760135631,38.55,GLU093_Fruits_Middle East,Median
4415,4416,Middle East,21,Fruits,Fruits,GLU093,rfd,5167.520435439071,38.55,GLU093_Fruits_Middle East,Upper CI
4416,4417,Middle East,21,Fruits,Fruits,GLU094,rfd,1136.5455499401687,38.55,GLU094_Fruits_Middle East,Lower CI
4416,4417,Middle East,21,Fruits,Fruits,GLU094,rfd,3023.86760135631,38.55,GLU094_Fruits_Middle East,Median
4416,4417,Middle East,21,Fruits,Fruits,GLU094,rfd,5167.520435439071,38.55,GLU094_Fruits_Middle East,Upper CI
4417,4418,Middle East,21,Fruits,Fruits,GLU095,rfd,1136.5455499401687,38.55,GLU095_Fruits_Middle East,Lower CI
4417,4418,Middle East,21,Fruits,Fruits,GLU095,rfd,3023.86760135631,38.55,GLU095_Fruits_Middle East,Median
4417,4418,Middle East,21,Fruits,Fruits,GLU095,rfd,5167.520435439071,38.55,GLU095_Fruits_Middle East,Upper CI
4418,4419,Middle East,21,Fruits,Fruits,GLU097,rfd,1136.5455499401687,38.55,GLU097_Fruits_Middle East,Lower CI
4418,4419,Middle East,21,Fruits,Fruits,GLU097,rfd,3023.86760135631,38.55,GLU097_Fruits_Middle East,Median
4418,4419,Middle East,21,Fruits,Fruits,GLU097,rfd,5167.520435439071,38.55,GLU097_Fruits_Middle East,Upper CI
4419,4420,Middle East,21,Fruits,Fruits,GLU098,rfd,1136.5455499401687,38.55,GLU098_Fruits_Middle East,Lower CI
4419,4420,Middle East,21,Fruits,Fruits,GLU098,rfd,3023.86760135631,38.55,GLU098_Fruits_Middle East,Median
4419,4420,Middle East,21,Fruits,Fruits,GLU098,rfd,5167.520435439071,38.55,GLU098_Fruits_Middle East,Upper CI
4420,4421,Middle East,21,Fruits,Fruits,GLU099,rfd,1136.5455499401687,38.55,GLU099_Fruits_Middle East,Lower CI
4420,4421,Middle East,21,Fruits,Fruits,GLU099,rfd,3023.86760135631,38.55,GLU099_Fruits_Middle East,Median
4420,4421,Middle East,21,Fruits,Fruits,GLU099,rfd,5167.520435439071,38.55,GLU099_Fruits_Middle East,Upper CI
4421,4422,Middle East,21,Fruits,Fruits,GLU100,rfd,1136.5455499401687,38.55,GLU100_Fruits_Middle East,Lower CI
4421,4422,Middle East,21,Fruits,Fruits,GLU100,rfd,3023.86760135631,38.55,GLU100_Fruits_Middle East,Median
4421,4422,Middle East,21,Fruits,Fruits,GLU100,rfd,5167.520435439071,38.55,GLU100_Fruits_Middle East,Upper CI
4422,4423,Middle East,21,Fruits,Fruits,GLU102,rfd,1136.5455499401687,38.55,GLU102_Fruits_Middle East,Lower CI
4422,4423,Middle East,21,Fruits,Fruits,GLU102,rfd,3023.86760135631,38.55,GLU102_Fruits_Middle East,Median
4422,4423,Middle East,21,Fruits,Fruits,GLU102,rfd,5167.520435439071,38.55,GLU102_Fruits_Middle East,Upper CI
4423,4424,Middle East,21,Fruits,Fruits,GLU104,rfd,1136.5455499401687,38.55,GLU104_Fruits_Middle East,Lower CI
4423,4424,Middle East,21,Fruits,Fruits,GLU104,rfd,3023.86760135631,38.55,GLU104_Fruits_Middle East,Median
4423,4424,Middle East,21,Fruits,Fruits,GLU104,rfd,5167.520435439071,38.55,GLU104_Fruits_Middle East,Upper CI
