,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,input,Units,cat
631,18.5377608,20.347603200000002,21.3700682,21.4275528,22.6565089492,,,,-0.13909870508067274,-0.14792287377027621,-0.06937196353112023,-0.045159479580111565,-0.03321244795433765,SSP1,Median,European Free Trade Association,Non-Staples,%,European Free Trade AssociationNon-Staples
632,18.5377608,20.347603200000002,21.3700682,21.4275528,22.6565089492,,,,0.02331643727223029,0.19471183730336122,0.0038121631082253388,0.02655626095992462,0.018689068081505264,SSP1,Upper CI,European Free Trade Association,Non-Staples,%,European Free Trade AssociationNon-Staples
651,8.9407066,10.2774046,9.8472156,10.014857200000002,10.379447,,,,-0.0426807027684416,-2.0349824355097463,-0.2705288817215925,-0.0235679800725406,0.032498455336892856,SSP1,Lower CI,European Free Trade Association,Staples,%,European Free Trade AssociationStaples
652,8.9407066,10.2774046,9.8472156,10.014857200000002,10.379447,,,,0.06473562264238306,-0.041480767400789265,-0.03694488066767082,0.1290797756571641,0.12158999795895492,SSP1,Median,European Free Trade Association,Staples,%,European Free Trade AssociationStaples
653,8.9407066,10.2774046,9.8472156,10.014857200000002,10.379447,,,,0.6313848622499343,0.9734423757018315,0.19329164874933835,0.25187709568564354,0.21715219697401353,SSP1,Upper CI,European Free Trade Association,Staples,%,European Free Trade AssociationStaples
672,357.115508,526.89162,760.2044,982.8848,1186.1022,,,,-0.07928613799125267,-0.6846492933891994,-0.6628888910143315,-0.6532557437706765,-0.652490140951578,SSP1,Lower CI,India,Non-Staples,%,IndiaNon-Staples
673,357.115508,526.89162,760.2044,982.8848,1186.1022,,,,0.052039048264786975,-0.3725543222304539,-0.5751486018610202,-0.6103016499662784,-0.6321981391601958,SSP1,Median,India,Non-Staples,%,IndiaNon-Staples
674,357.115508,526.89162,760.2044,982.8848,1186.1022,,,,0.15330977875916563,-0.005220982935382701,-0.463198787425502,-0.48677366869693334,-0.5562911368800598,SSP1,Upper CI,India,Non-Staples,%,IndiaNon-Staples
693,1080.3144,1306.1892,1348.721,1374.3876,1395.5818,,,,10.299378138887187,8.774688602383975,8.164599048466574,7.855547806370048,7.557671395670906,SSP1,Lower CI,India,Staples,%,IndiaStaples
694,1080.3144,1306.1892,1348.721,1374.3876,1395.5818,,,,10.737878522801061,9.214670675154384,8.338023606205718,7.9247953938022,7.574692167669675,SSP1,Median,India,Staples,%,IndiaStaples
