,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,sector,subsector,technology,output,concentration,input,product,fuel,LandLeaf,GHG,Units
7776,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Europe_Eastern,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
7777,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Europe_Eastern,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
7778,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Europe_Eastern,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8382,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Europe_Non_EU,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8383,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Europe_Non_EU,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8384,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Europe_Non_EU,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8385,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Europe_Non_EU,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8386,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Europe_Non_EU,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8992,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,European Free Trade Association,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8993,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,European Free Trade Association,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8994,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,European Free Trade Association,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8995,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,European Free Trade Association,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
8996,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,European Free Trade Association,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
9558,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,India,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
9559,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,India,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
9560,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,India,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
9561,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,India,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
9562,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,India,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10131,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Indonesia,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10132,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Indonesia,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10133,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Indonesia,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10134,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Indonesia,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10135,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Indonesia,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10636,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Japan,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10637,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Japan,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10638,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Japan,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10639,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Japan,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
10640,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Japan,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11181,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Mexico,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11182,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Mexico,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11183,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Mexico,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11184,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Mexico,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11185,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Mexico,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11749,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Middle East,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11750,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Middle East,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11751,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Middle East,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11752,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Middle East,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
11753,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Middle East,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12325,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Pakistan,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12326,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Pakistan,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12327,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Pakistan,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12328,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Pakistan,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12329,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Pakistan,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12896,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Russia,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12897,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Russia,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12898,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Russia,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12899,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Russia,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
12900,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Russia,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
13508,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,South Africa,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
13509,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,South Africa,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
13510,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,South Africa,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
13511,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,South Africa,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
13512,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,South Africa,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14088,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,South America_Northern,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14089,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,South America_Northern,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14090,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,South America_Northern,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14091,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,South America_Northern,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14092,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,South America_Northern,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14661,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,South America_Southern,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14662,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,South America_Southern,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14663,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,South America_Southern,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14664,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,South America_Southern,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
14665,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,South America_Southern,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15234,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,South Asia,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15235,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,South Asia,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15236,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,South Asia,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15237,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,South Asia,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15238,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,South Asia,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15809,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,South Korea,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15810,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,South Korea,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15811,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,South Korea,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15812,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,South Korea,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
15813,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,South Korea,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16376,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Southeast Asia,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16377,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Southeast Asia,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16378,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Southeast Asia,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16379,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Southeast Asia,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16380,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Southeast Asia,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16965,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Taiwan,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16966,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Taiwan,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16967,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Taiwan,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16968,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Taiwan,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
16969,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Taiwan,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
17521,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Argentina,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
17522,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Argentina,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
17523,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Argentina,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
17524,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Argentina,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
17525,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Argentina,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
18085,0.0254,0.0254,0.0254,0.0254,0.0254,,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowBiocharYield,Colombia,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
18086,0.0274,0.0274,0.0274,0.0274,0.0274,,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowBiocharYield,Colombia,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
18087,0.0242,0.0242,0.0242,0.0242,0.0242,,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowBiocharYield,Colombia,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
18088,0.0252,0.0252,0.0252,0.0252,0.0252,,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowBiocharYield,Colombia,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
18089,0.0251,0.0251,0.0251,0.0251,0.0251,,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowBiocharYield,Colombia,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
71,0.0254,0.0254,0.0254,0.0254,0.0254,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowCropYield,USA,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
72,0.0274,0.0274,0.0274,0.0274,0.0274,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowCropYield,USA,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
73,0.0242,0.0242,0.0242,0.0242,0.0242,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowCropYield,USA,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
74,0.0252,0.0252,0.0252,0.0252,0.0252,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowCropYield,USA,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
75,0.0251,0.0251,0.0251,0.0251,0.0251,,,,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,147.64705882352942,SSP1,LowCropYield,USA,biochar,slow pyrolysis,poultry_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
834,0.0254,0.0254,0.0254,0.0254,0.0254,,,,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,149.41176470588232,SSP1,LowCropYield,Africa_Eastern,biochar,slow pyrolysis,beef_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
835,0.0274,0.0274,0.0274,0.0274,0.0274,,,,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,161.17647058823528,SSP1,LowCropYield,Africa_Eastern,biochar,slow pyrolysis,dairy_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
836,0.0242,0.0242,0.0242,0.0242,0.0242,,,,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,142.35294117647058,SSP1,LowCropYield,Africa_Eastern,biochar,slow pyrolysis,goat_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
837,0.0252,0.0252,0.0252,0.0252,0.0252,,,,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,148.23529411764704,SSP1,LowCropYield,Africa_Eastern,biochar,slow pyrolysis,pork_biochar,missing,missing,non-energy,missing,missing,missing,missing,$/ton biochar
