,2025_supply,2030_supply,2035_supply,2040_supply,2045_supply,2050_supply,2025_price,2030_price,2035_price,2040_price,2045_price,2050_price,product_price,GCAM,Units_supply,Units_price,colors
157,,0.1826432666666667,0.3325325666666667,0.5730120000000001,2.407328,5.26724,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
159,0.30005543333333334,0.4175306666666667,0.9169673333333335,2.1110943333333334,0.55198,1.2489326666666667,359.5001727272727,340.9323272727272,318.1471636363636,294.61669090909083,264.2919272727272,238.8233181818181,DAC,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
161,,0.023014493333333334,0.08473043333333333,0.25477686666666666,1.5912636666666669,4.003633333333334,,311.57080909090905,257.7305454545454,215.30948181818178,185.7000818181818,161.97113727272722,TEW,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
163,,0.0463397,0.07622706666666668,0.11874206666666669,0.6360016666666667,1.4727973333333333,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
165,0.027815590000000005,0.034903586666666674,0.05962916666666667,0.08967750000000001,0.07239576666666667,0.14186773333333336,432.5088545454544,413.00438181818174,390.24916363636356,374.3897181818181,333.7803545454545,322.4642999999999,DAC,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
167,,,0.03281168,0.06395326666666667,0.29724676666666666,0.5920163333333334,,,233.1120545454545,217.57701818181818,208.44531818181812,200.29183636363632,OEW,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
169,,,,0.06698413333333333,0.3041819,0.40381000000000006,,,,198.88606363636362,206.84989090909087,227.53554545454543,TEW,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
171,,,,0.0426756,0.21690863333333335,0.476619,,,,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
173,0.017104340000000003,0.022092840000000002,0.04160383333333334,0.07286216666666667,,0.08194670000000001,388.1413363636363,372.1604454545454,348.2290363636363,328.1123454545454,,265.8324545454545,DAC,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
175,,,,,0.15043343333333337,0.29126863333333336,,,,,182.75045454545452,174.1893818181818,OEW,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
177,,,,,0.23019920000000005,0.4663083333333334,,,,,158.5881327272727,148.8996136363636,TEW,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
179,,0.31137040000000005,0.5212936666666667,0.829235,3.9301533333333336,6.384510000000001,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,162.35244272727272,BECCS,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
181,0.5232810000000001,0.592064,1.160797,2.3018893333333335,0.8779760000000001,1.9601596666666667,359.77799999999996,351.12209999999993,328.35190909090903,305.95936363636355,266.59606363636357,240.6599727272727,DAC,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
183,0.09018240000000001,0.2415644,0.5708083333333334,1.1566573333333334,5.192256666666667,10.229083333333335,203.51097272727267,183.12144545454544,170.76561818181816,158.4367418181818,147.42213818181816,138.74660727272726,OEW,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
185,0.012097140000000001,0.0376992,0.1244804,0.3338580666666667,2.19373,5.0649500000000005,369.05942727272725,315.74487272727265,263.36694545454543,222.55295454545453,196.4654727272727,175.37888181818178,TEW,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
187,,0.17699550000000003,0.29937673333333337,0.47946066666666665,2.1802513333333335,4.80711,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
189,0.2472825666666667,0.30021786666666667,0.5910813333333333,1.135893,0.41992500000000005,0.9358726666666668,371.7345545454545,357.76499999999993,334.4208545454545,312.7919181818181,280.1081181818181,255.04543636363633,DAC,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
191,0.025579290000000005,0.060069166666666673,0.14306673333333336,0.29062550000000004,1.1448873333333336,2.1827373333333338,257.30465454545447,241.2289363636363,225.12826363636358,209.17232727272724,200.50644545454543,192.31802727272722,OEW,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
193,,0.021351696666666666,0.0711106,0.19136150000000002,1.1751703333333334,2.6253333333333333,,316.1308363636363,263.8327636363636,223.20010909090905,198.7679454545454,180.84059999999997,TEW,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
195,,0.048504500000000006,0.08691943333333334,0.14599236666666668,0.6918853333333334,1.5522466666666668,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
197,0.06482996666666667,0.09595923333333335,0.21065366666666668,0.45707200000000003,0.14512556666666668,0.3195335,373.21519090909084,348.87619090909084,324.2227636363636,301.00838181818176,272.25575454545447,250.34732727272723,DAC,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
199,,,0.03691673333333333,0.11305506666666668,0.8544726666666667,2.2965506666666666,,,217.3690636363636,178.95403636363633,150.7732009090909,129.7245409090909,TEW,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
201,,0.30512313333333335,0.5100186666666667,0.8041403333333335,3.8480200000000004,6.384473333333334,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,161.24629090909087,BECCS,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
203,0.3521965333333334,0.4448693333333334,0.8491120000000001,1.5567713333333335,0.6928753333333334,1.4612913333333335,384.3249545454545,366.9599181818181,343.4527363636363,322.0367454545454,286.46653636363635,263.6048454545454,DAC,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
205,0.05378046666666667,0.1309341,0.3053886,0.6049596666666667,2.5613426666666665,4.821373333333334,240.8163545454545,223.0836545454545,208.82462727272724,194.64046363636362,185.26919999999998,177.06913636363635,OEW,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
207,0.011116306666666667,0.036107353333333335,0.12035283333333334,0.32598023333333337,2.264812,5.426446666666667,378.09796363636354,318.1621363636363,264.4100454545454,222.04554545454542,193.0250727272727,170.22659999999996,TEW,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
209,,0.3305291,0.5911803333333334,0.9888816666666668,4.63001,6.60132,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,168.54632727272724,BECCS,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
211,0.45487933333333336,0.5588366666666666,1.150765,2.3388163333333334,0.9120870000000001,1.9410783333333335,372.2419636363636,357.95465454545445,335.1528545454545,312.8667818181818,278.0102727272727,253.46165454545448,DAC,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
213,0.013485743333333333,0.044622600000000005,0.1594637,0.4545053333333334,2.910501,6.248733333333334,363.2433545454545,304.49037272727264,252.88270909090906,212.94212727272725,188.83603636363634,171.65732727272723,TEW,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
