Biomass type,C (%),H (%),N (%),O (%),WC (%),VM (%),FC (%),Ash (%),T (°C),RT (min),Char_yield (%),Char_C (%),Char_H (%),Char_N (%),Char_O (%),HHV (MJ/kg),ER (%),CR (%),Reference
Lignin/cellulose,46.70,6.00,0.20,45.30,85.70,87.50,11.70,0.80,260,5,47.80,61.20,5.27,0.40,31.46,24.54,63.41,62.64,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,180,120,80.00,46.45,5.85,2.11,42.13,18.63,80.14,80.40,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,200,120,67.00,47.22,5.76,2.06,40.29,18.91,68.12,68.45,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,220,120,61.00,48.50,5.72,2.21,38.33,19.43,63.73,64.01,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,240,120,63.00,51.98,5.79,2.34,36.88,20.95,70.97,70.85,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,260,120,59.00,52.66,5.66,2.38,34.05,21.17,67.16,67.22,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,260,60,62.00,47.39,5.72,2.16,38.73,18.98,63.27,63.57,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,260,240,53.00,55.22,5.29,3.07,27.77,22.16,63.15,63.32,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,260,480,43.00,63.03,5.21,4.24,18.68,25.82,59.70,58.64,
Lignin/cellulose,46.22,6.06,2.37,41.51,90.90,80.46,16.27,3.27,260,720,41.00,65.24,5.30,4.46,16.41,27.02,59.57,57.87,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,180,30,62.02,55.20,7.77,0.55,32.50,23.30,72.76,69.88,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,180,60,60.65,55.90,7.62,0.60,30.86,23.62,72.13,69.20,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,180,100,59.69,56.81,7.66,0.63,29.27,24.17,72.64,69.22,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,210,30,58.85,57.27,7.72,0.55,28.67,24.44,72.42,68.80,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,210,60,57.36,58.05,7.74,0.50,28.20,24.91,71.94,67.97,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,210,100,57.08,59.56,8.03,0.53,25.43,26.03,74.81,69.40,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,240,30,51.21,61.91,7.98,0.57,23.24,27.44,70.75,64.72,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,240,60,46.41,64.05,7.97,0.65,19.33,28.80,67.30,60.68,
Lignin/cellulose,48.99,7.26,0.66,36.06,94.90,77.20,15.78,7.02,240,100,44.92,66.52,8.18,0.73,16.16,30.58,69.16,60.99,
Lignin/cellulose,47.00,5.76,0.11,46.96,88.90,76.58,16.04,0.16,200,240,70.00,59.00,5.86,0.18,34.78,23.92,90.17,87.87,
Lignin/cellulose,48.10,6.57,0.10,45.12,88.90,80.28,12.11,0.10,200,240,79.00,62.70,6.51,0.06,30.58,26.38,108.56,102.98,
Lignin/cellulose,48.27,6.12,1.47,42.05,90.00,77.90,20.02,2.08,180,180,54.20,48.73,6.18,1.63,40.33,19.57,54.84,54.72,
Lignin/cellulose,48.27,6.12,1.47,42.05,90.00,77.90,20.02,2.08,220,180,50.90,50.38,6.26,1.44,39.06,20.30,53.42,53.12,
Lignin/cellulose,48.27,6.12,1.47,42.05,90.00,77.90,20.02,2.08,250,180,34.80,53.75,6.20,1.49,36.99,21.82,39.26,38.75,
Lignin/cellulose,30.80,4.20,1.27,32.51,83.30,66.50,5.49,28.10,225,120,0.76,31.14,2.80,1.92,35.45,15.29,0.57,0.77,
Lignin/cellulose,30.80,4.20,1.27,32.51,92.30,66.50,5.49,28.10,225,120,0.68,33.10,2.93,1.79,33.03,15.48,0.62,0.73,
Lignin/cellulose,30.80,4.20,1.27,32.51,94.10,66.50,5.49,28.10,225,120,0.52,37.69,3.21,2.03,29.97,16.20,0.50,0.64,
Lignin/cellulose,30.80,4.20,1.27,32.51,96.80,66.50,5.49,28.10,225,120,0.43,38.52,3.55,1.80,28.30,16.25,0.41,0.54,
Lignin/cellulose,30.80,4.20,1.27,32.51,83.30,66.50,5.49,28.10,250,120,0.51,31.06,2.67,1.67,35.26,15.33,0.61,0.51,
Lignin/cellulose,30.80,4.20,1.27,32.51,92.30,66.50,5.49,28.10,250,120,0.41,40.13,2.96,1.98,29.11,16.75,0.50,0.53,
Lignin/cellulose,30.80,4.20,1.27,32.51,94.10,66.50,5.49,28.10,250,120,0.38,41.27,3.31,2.22,27.31,16.98,0.49,0.51,
Lignin/cellulose,30.80,4.20,1.27,32.51,96.80,66.50,5.49,28.10,250,120,0.32,43.33,3.32,2.38,24.91,17.49,0.39,0.45,
Lignin/cellulose,30.80,4.20,1.27,32.51,83.30,66.50,5.49,28.10,250,240,0.44,36.79,2.98,2.31,30.99,16.14,0.46,0.53,
Lignin/cellulose,30.80,4.20,1.27,32.51,92.30,66.50,5.49,28.10,250,240,0.39,38.31,3.10,2.36,29.56,16.40,0.47,0.49,
Lignin/cellulose,30.80,4.20,1.27,32.51,94.10,66.50,5.49,28.10,250,240,0.31,38.30,2.98,1.77,29.43,16.35,0.37,0.38,
Lignin/cellulose,30.80,4.20,1.27,32.51,96.80,66.50,5.49,28.10,250,240,0.27,53.54,4.20,1.76,18.41,20.73,0.41,0.48,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,175,30,39.83,53.28,5.58,2.67,32.74,21.43,45.84,45.44,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,200,15,39.83,58.21,5.14,3.01,28.24,23.38,50.02,49.65,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,200,30,44.61,60.28,5.45,2.92,26.32,24.59,58.92,57.58,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,200,60,44.30,59.81,5.21,2.85,26.11,24.14,57.44,56.74,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,200,120,49.85,61.97,5.33,2.73,25.55,25.22,67.52,66.15,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,225,30,50.58,61.46,5.22,2.82,26.34,24.91,67.67,66.57,
Food waste,46.70,5.15,2.15,37.76,91.10,61.60,30.30,8.10,250,30,44.63,65.41,5.19,3.11,21.16,26.86,64.38,62.51,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,175,30,39.09,51.26,6.19,2.78,33.04,20.83,43.83,43.61,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,200,15,40.42,54.08,6.45,2.77,30.12,22.26,48.43,47.57,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,200,30,43.79,57.55,6.14,2.75,27.47,23.76,56.01,54.84,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,200,60,43.31,57.57,6.63,2.83,26.57,24.15,56.30,54.26,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,200,120,42.44,60.36,6.27,2.58,24.49,25.25,57.68,55.75,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,225,30,45.47,58.93,6.29,2.68,29.07,24.55,60.09,58.31,
Food waste,45.95,6.45,2.68,36.56,89.50,69.60,22.30,8.00,250,30,34.46,63.75,6.09,3.58,18.77,27.00,50.08,47.81,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,180,30,46.90,43.17,4.66,2.68,28.44,17.46,54.53,59.97,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,180,60,45.65,42.58,4.91,2.66,28.49,17.26,52.47,57.58,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,180,120,45.30,42.44,4.79,2.63,27.96,17.22,51.94,56.95,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,200,30,45.95,44.44,4.69,2.69,27.90,17.87,54.68,60.49,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,200,60,41.80,44.39,4.96,2.57,27.42,17.85,49.68,54.96,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,200,120,39.70,44.39,4.30,2.63,28.79,17.82,47.11,52.20,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,220,30,36.10,43.45,4.75,2.57,28.62,17.53,42.14,46.46,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,220,60,34.65,46.86,4.89,2.80,25.08,18.72,43.19,48.10,
Lignin/cellulose,33.76,4.19,2.33,34.75,90.00,63.29,12.44,24.28,220,120,30.50,48.49,4.51,2.91,21.96,19.22,39.03,43.81,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,150,30,72.45,49.77,5.39,0.21,43.41,19.59,78.69,78.75,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,180,30,61.13,51.04,5.25,0.28,41.98,20.05,67.95,68.14,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,210,30,55.52,57.33,5.02,0.30,35.79,22.55,69.41,69.51,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,240,30,49.79,62.55,4.65,0.35,30.99,24.57,67.83,68.01,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,270,30,44.28,67.05,4.55,0.40,27.24,26.55,65.18,64.84,
Lignin/cellulose,45.79,5.01,0.33,45.38,90.00,72.16,24.64,3.19,300,30,41.88,69.55,4.49,0.43,24.81,27.63,64.15,63.61,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,180,60,63.06,51.77,6.25,0.24,36.20,20.76,71.24,70.66,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,200,60,63.79,53.99,6.06,0.23,34.32,21.68,75.26,74.55,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,220,60,61.79,57.45,5.87,0.25,30.26,23.18,77.94,76.84,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,240,60,56.06,62.17,5.47,0.29,24.84,25.13,76.66,75.44,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,260,60,51.80,64.92,5.35,0.34,21.81,26.42,74.47,72.79,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,280,60,50.36,65.28,5.28,0.35,21.93,26.55,72.76,71.16,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,300,60,48.25,67.13,5.24,0.37,19.51,27.40,71.94,70.11,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,240,120,53.33,63.55,5.41,0.30,23.66,25.73,74.67,73.36,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,240,90,54.35,64.44,5.49,0.31,22.23,26.27,77.70,75.81,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,240,30,57.03,59.83,5.61,0.28,27.16,24.15,74.95,73.86,
Food waste,46.20,6.56,0.22,41.95,83.30,81.39,13.53,5.07,240,0,60.53,53.71,5.87,0.22,33.16,21.45,70.66,70.37,
Lignin/cellulose,44.90,6.02,0.33,46.78,93.80,91.84,6.05,2.12,180,60,65.88,49.70,5.80,0.41,42.98,19.71,72.96,72.92,
Lignin/cellulose,44.90,6.02,0.33,46.78,93.80,91.84,6.05,2.12,200,30,61.00,51.80,5.83,0.39,41.02,20.61,70.64,70.37,
Lignin/cellulose,44.90,6.02,0.33,46.78,93.80,91.84,6.05,2.12,200,60,60.90,52.50,5.77,0.46,40.48,20.91,71.55,71.21,
Lignin/cellulose,44.90,6.02,0.33,46.78,93.80,91.84,6.05,2.12,200,90,60.36,52.60,5.78,0.39,40.01,20.95,71.05,70.71,
Lignin/cellulose,44.90,6.02,0.33,46.78,95.20,91.84,6.05,2.12,220,5,59.20,51.80,5.76,0.38,41.02,20.59,68.49,68.30,
Lignin/cellulose,44.90,6.02,0.33,46.78,95.20,91.84,6.05,2.12,220,60,55.96,54.50,5.70,0.39,38.61,21.73,68.32,67.92,
Lignin/cellulose,44.90,6.02,0.33,46.78,95.20,91.84,6.05,2.12,200,60,62.85,51.90,5.85,0.58,39.47,20.68,73.03,72.65,
Lignin/cellulose,44.90,6.02,0.33,46.78,95.20,91.84,6.05,2.12,200,240,70.00,53.30,6.00,0.32,39.98,21.35,83.97,83.10,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,150,60,77.93,47.77,6.40,0.83,37.64,19.11,78.87,79.11,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,180,60,63.68,51.30,6.50,0.75,35.17,20.71,69.84,69.42,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,210,60,60.55,53.27,6.44,0.59,34.84,21.60,69.27,68.54,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,60,46.25,61.60,6.28,0.88,25.72,25.72,63.00,60.54,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,270,60,30.95,69.36,6.06,1.11,19.13,29.71,48.70,45.62,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,300,60,29.00,70.22,5.62,1.28,15.49,29.69,45.60,43.27,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,30,50.96,60.00,6.46,0.79,27.42,25.03,67.55,64.97,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,45,47.55,60.83,6.38,0.82,26.36,25.35,63.84,61.46,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,90,41.24,65.34,6.18,0.99,22.14,27.61,60.30,57.26,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,120,40.15,65.98,5.95,1.20,21.31,27.71,58.92,56.29,
Food waste,47.06,6.85,0.83,37.08,95.20,76.11,15.71,8.18,240,180,40.00,66.62,6.01,1.24,21.00,28.11,59.55,56.63,
