sample_id,recommended_split,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,feedstock_hhv_mj_per_kg,process_temperature_c,residence_time_min,heating_rate_c_per_min,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::pyrolysis::0306,test,47.66,6.18,0.15,46.01,81.26,17.14,1.6,18.54,800,60,10.0,26.3,31.8,45.11,49.46
Wet-Waste-Biomass-Opt::pyrolysis::0307,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,250,30,5.0,72.1,20.85,93.85,89.58
Wet-Waste-Biomass-Opt::pyrolysis::0308,validation,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,300,30,5.0,51.1,23.71,75.66,68.14
Wet-Waste-Biomass-Opt::pyrolysis::0309,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,350,30,5.0,43.2,27.95,75.39,65.81
Wet-Waste-Biomass-Opt::pyrolysis::0310,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,500,30,5.0,30.6,23.53,44.97,45.79
Wet-Waste-Biomass-Opt::pyrolysis::0311,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,600,30,5.0,27.6,24.96,43.02,44.07
Wet-Waste-Biomass-Opt::pyrolysis::0312,train,45.92,6.21,6.9,40.09,75.28,17.67,7.05,18.19,400,30,5.0,38.4,47.79,100.88,53.56
Wet-Waste-Biomass-Opt::pyrolysis::0313,train,45.92,6.21,6.9,40.09,75.28,17.67,7.05,18.19,450,30,5.0,34.66,48.57,92.55,48.5
Wet-Waste-Biomass-Opt::pyrolysis::0314,train,45.92,6.21,6.9,40.09,75.28,17.67,7.05,18.19,500,30,5.0,33.23,51.71,94.46,48.34
Wet-Waste-Biomass-Opt::pyrolysis::0315,test,39.7,7.63,1.13,38.8,76.26,16.12,7.63,13.88,300,30,10.0,69.35,29.05,145.19,91.95
Wet-Waste-Biomass-Opt::pyrolysis::0316,validation,39.7,7.63,1.13,38.8,76.26,16.12,7.63,13.88,400,30,10.0,38.66,31.25,87.08,64.16
Wet-Waste-Biomass-Opt::pyrolysis::0317,validation,39.7,7.63,1.13,38.8,76.26,16.12,7.63,13.88,500,30,10.0,33.18,28.39,67.89,59.92
Wet-Waste-Biomass-Opt::pyrolysis::0318,train,39.7,7.63,1.13,38.8,76.26,16.12,7.63,13.88,600,30,10.0,32.96,26.25,62.35,58.88
Wet-Waste-Biomass-Opt::pyrolysis::0319,validation,39.7,7.63,1.13,38.8,76.26,16.12,7.63,13.88,700,30,10.0,17.68,25.14,32.03,31.53
Wet-Waste-Biomass-Opt::pyrolysis::0320,test,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,300,30,10.0,68.22,16.99,69.23,80.49
Wet-Waste-Biomass-Opt::pyrolysis::0321,train,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,350,30,10.0,42.61,24.03,61.15,59.21
Wet-Waste-Biomass-Opt::pyrolysis::0322,train,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,400,30,10.0,38.29,26.02,59.5,56.68
Wet-Waste-Biomass-Opt::pyrolysis::0323,train,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,450,30,10.0,35.46,26.67,56.48,54.01
Wet-Waste-Biomass-Opt::pyrolysis::0324,train,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,500,30,10.0,32.68,25.46,49.69,49.95
Wet-Waste-Biomass-Opt::pyrolysis::0325,train,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,550,30,10.0,31.92,26.42,50.36,50.94
Wet-Waste-Biomass-Opt::pyrolysis::0326,validation,43.92,5.92,0.49,42.54,86.09,7.49,6.42,16.74,600,30,10.0,32.5,26.6,51.62,53.29
Wet-Waste-Biomass-Opt::pyrolysis::0327,train,36.71,7.77,1.19,41.55,77.67,17.96,4.38,12.27,300,30,10.0,75.72,13.25,81.72,106.35
Wet-Waste-Biomass-Opt::pyrolysis::0328,validation,36.71,7.77,1.19,41.55,77.67,17.96,4.38,12.27,400,30,10.0,42.73,24.0,83.55,74.13
Wet-Waste-Biomass-Opt::pyrolysis::0329,validation,36.71,7.77,1.19,41.55,77.67,17.96,4.38,12.27,500,30,10.0,39.97,24.7,80.42,75.24
Wet-Waste-Biomass-Opt::pyrolysis::0330,train,36.71,7.77,1.19,41.55,77.67,17.96,4.38,12.27,600,30,10.0,36.68,25.21,75.34,70.73
Wet-Waste-Biomass-Opt::pyrolysis::0331,train,36.71,7.77,1.19,41.55,77.67,17.96,4.38,12.27,700,30,10.0,33.12,23.7,63.94,59.24
Wet-Waste-Biomass-Opt::pyrolysis::0332,validation,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,300,30,10.0,72.85,13.6,58.77,81.04
Wet-Waste-Biomass-Opt::pyrolysis::0333,train,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,350,30,10.0,50.92,22.29,67.33,66.28
Wet-Waste-Biomass-Opt::pyrolysis::0334,validation,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,400,30,10.0,42.82,23.56,59.83,59.77
Wet-Waste-Biomass-Opt::pyrolysis::0335,train,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,450,30,10.0,36.65,24.2,52.61,52.02
Wet-Waste-Biomass-Opt::pyrolysis::0336,test,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,500,30,10.0,34.98,24.74,51.33,51.83
Wet-Waste-Biomass-Opt::pyrolysis::0337,train,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,550,30,10.0,35.96,25.0,53.33,54.71
Wet-Waste-Biomass-Opt::pyrolysis::0338,test,43.95,5.81,1.12,41.12,82.38,10.17,7.45,16.86,600,30,10.0,35.67,25.21,53.33,54.79
Wet-Waste-Biomass-Opt::pyrolysis::0339,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,300,30,10.0,73.82,13.41,58.71,82.13
Wet-Waste-Biomass-Opt::pyrolysis::0340,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,350,30,10.0,45.72,22.46,60.9,59.48
Wet-Waste-Biomass-Opt::pyrolysis::0341,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,400,30,10.0,40.52,23.6,56.7,56.53
Wet-Waste-Biomass-Opt::pyrolysis::0342,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,450,30,10.0,38.32,24.36,55.37,54.41
Wet-Waste-Biomass-Opt::pyrolysis::0343,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,500,30,10.0,36.01,24.83,53.03,53.38
Wet-Waste-Biomass-Opt::pyrolysis::0344,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,550,30,10.0,34.98,25.05,51.98,53.25
Wet-Waste-Biomass-Opt::pyrolysis::0345,train,43.95,5.81,1.12,41.12,82.63,9.98,7.39,16.86,600,30,10.0,35.89,25.16,53.56,55.1
Wet-Waste-Biomass-Opt::pyrolysis::0346,train,55.82,5.62,0.84,37.73,75.82,20.32,3.86,23.06,500,60,10.0,32.2,33.72,47.09,50.68
Wet-Waste-Biomass-Opt::pyrolysis::0347,train,50.52,5.81,0.23,43.44,87.83,11.73,0.44,20.18,500,60,10.0,22.3,33.71,37.25,39.42
Wet-Waste-Biomass-Opt::pyrolysis::0348,train,53.42,6.12,1.4,39.06,76.56,18.0,5.44,21.65,500,60,10.0,31.9,32.6,48.05,50.66
Wet-Waste-Biomass-Opt::pyrolysis::0349,train,40.8,4.1,3.9,42.0,84.56,5.59,9.86,16.21,300,30,5.0,52.3,24.13,77.89,66.27
Wet-Waste-Biomass-Opt::pyrolysis::0350,train,40.8,4.1,3.9,42.0,84.56,5.59,9.86,16.21,400,30,5.0,33.8,26.6,55.47,44.32
Wet-Waste-Biomass-Opt::pyrolysis::0351,train,40.8,4.1,3.9,42.0,84.56,5.59,9.86,16.21,500,30,5.0,32.6,25.81,51.93,45.54
Wet-Waste-Biomass-Opt::pyrolysis::0352,test,40.8,4.1,3.9,42.0,84.56,5.59,9.86,16.21,600,30,5.0,30.3,25.78,48.2,43.37
Wet-Waste-Biomass-Opt::pyrolysis::0353,test,42.5,5.1,2.2,40.5,85.71,4.33,9.96,16.51,600,60,5.0,28.8,30.63,53.43,43.03
Wet-Waste-Biomass-Opt::pyrolysis::0354,train,43.2,5.5,0.2,45.7,87.05,7.22,5.73,16.53,600,60,5.0,29.1,31.05,54.66,45.13
Wet-Waste-Biomass-Opt::pyrolysis::0355,train,42.0,5.5,0.1,44.9,77.28,15.32,7.41,15.9,350,10,5.0,42.1,22.86,60.53,61.55
Wet-Waste-Biomass-Opt::pyrolysis::0356,train,42.0,5.5,0.1,44.9,77.28,15.32,7.41,15.9,650,10,5.0,31.2,25.22,49.48,52.82
Wet-Waste-Biomass-Opt::pyrolysis::0357,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,250,30,5.0,71.2,13.37,61.46,88.52
Wet-Waste-Biomass-Opt::pyrolysis::0358,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,300,30,5.0,58.6,17.13,64.82,81.75
Wet-Waste-Biomass-Opt::pyrolysis::0359,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,350,30,5.0,41.2,24.12,64.16,65.24
Wet-Waste-Biomass-Opt::pyrolysis::0360,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,500,30,5.0,33.5,27.49,59.46,58.45
Wet-Waste-Biomass-Opt::pyrolysis::0361,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,600,30,5.0,29.6,25.96,49.6,52.34
Wet-Waste-Biomass-Opt::pyrolysis::0362,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,250,30,5.0,65.1,20.1,96.63,95.37
Wet-Waste-Biomass-Opt::pyrolysis::0363,validation,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,300,30,5.0,49.8,18.25,67.12,74.73
Wet-Waste-Biomass-Opt::pyrolysis::0364,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,350,30,5.0,40.5,21.83,65.29,64.66
Wet-Waste-Biomass-Opt::pyrolysis::0365,test,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,500,30,5.0,33.3,22.56,55.47,56.29
Wet-Waste-Biomass-Opt::pyrolysis::0366,validation,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,600,30,5.0,31.1,21.5,49.37,49.31
Wet-Waste-Biomass-Opt::pyrolysis::0367,validation,51.88,6.21,0.16,41.76,84.75,15.09,0.16,20.71,350,60,10.0,32.7,33.6,53.07,47.74
Wet-Waste-Biomass-Opt::pyrolysis::0368,train,51.88,6.21,0.16,41.76,84.75,15.09,0.16,20.71,400,60,10.0,27.9,33.47,45.1,41.87
Wet-Waste-Biomass-Opt::pyrolysis::0369,train,51.88,6.21,0.16,41.76,84.75,15.09,0.16,20.71,500,60,10.0,23.3,35.16,39.57,38.53
Wet-Waste-Biomass-Opt::pyrolysis::0370,train,51.88,6.21,0.16,41.76,84.75,15.09,0.16,20.71,600,60,10.0,20.7,35.86,35.85,36.53
